Application_ID,Customer_ID,Application_Date,Branch_ID,RM_ID,Account_Type,Customer_Type,Risk_Level,KYC_Status,Approval_Status,Processing_Days,Escalation,Escalation_Reason
APP01908,C01908,2025-09-16,B005,RM011,Current,Business,Medium,Completed,Approved,3,No,
APP01909,C01909,2025-10-15,B003,RM006,Savings,Individual,Low,Completed,Pending,7,No,
APP01910,C01910,2025-12-30,B002,RM004,Current,Individual,Medium,Completed,Approved,3,No,
APP01911,C01911,2025-08-27,B010,RM021,Savings,Individual,Medium,Completed,Approved,5,No,
APP01912,C01912,2025-11-23,B004,RM009,Savings,Individual,Medium,Completed,Approved,6,No,
APP01913,C01913,2025-09-03,B001,RM001,Savings,Individual,Low,Completed,Approved,8,No,
APP01914,C01914,2025-06-17,B008,RM017,Savings,Individual,Medium,Completed,Approved,5,No,
APP01915,C01915,2025-12-17,B006,RM013,Business,Business,High,Completed,Pending,13,Yes,Enhanced Due Diligence
APP01916,C01916,2025-01-16,B008,RM016,Savings,Individual,High,Pending,Pending,16,No,
APP01917,C01917,2025-07-04,B004,RM008,Current,Individual,Low,Completed,Approved,3,No,
APP01918,C01918,2025-12-04,B007,RM015,Savings,Individual,Low,Completed,Approved,4,No,
APP01919,C01919,2025-12-19,B007,RM015,Business,Business,High,Completed,Approved,3,No,
APP01920,C01920,2025-10-26,B007,RM015,Premium,Business,Medium,Completed,Approved,12,Yes,Risk Assessment
APP01921,C01921,2025-01-28,B004,RM009,Savings,Individual,High,Completed,Approved,9,No,
APP01922,C01922,2025-02-04,B003,RM007,Savings,Individual,Low,Completed,Approved,4,No,
APP01923,C01923,2025-05-26,B008,RM016,Business,Business,Medium,Pending,Pending,20,No,
APP01924,C01924,2025-05-30,B002,RM004,Savings,Individual,Medium,Completed,Approved,4,No,
APP01925,C01925,2025-11-03,B004,RM009,Savings,Individual,Low,Pending,Pending,8,No,
APP01926,C01926,2025-09-17,B007,RM014,Current,Individual,Medium,Completed,Approved,3,No,
APP01927,C01927,2025-06-17,B003,RM006,Current,Individual,Medium,Completed,Approved,8,No,
APP01928,C01928,2025-05-18,B006,RM012,Savings,Individual,Low,Completed,Approved,8,No,
APP01929,C01929,2025-06-30,B010,RM020,Current,Individual,Medium,Completed,Approved,4,No,
APP01930,C01930,2025-03-10,B004,RM008,Current,Individual,Low,Completed,Approved,7,No,
APP01931,C01931,2025-12-03,B001,RM001,Savings,Individual,Medium,Completed,Approved,2,No,
APP01932,C01932,2025-03-09,B008,RM016,Current,Individual,Low,Completed,Approved,6,No,
APP01933,C01933,2025-04-08,B004,RM008,Savings,Individual,Low,Completed,Approved,7,No,
APP01934,C01934,2025-08-23,B001,RM001,Savings,Individual,Low,Completed,Approved,8,No,
APP01935,C01935,2025-02-09,B008,RM016,Current,Individual,High,Completed,Approved,8,No,
APP01936,C01936,2025-06-25,B010,RM021,Savings,Individual,Medium,Completed,Approved,6,Yes,Risk Assessment
APP01937,C01937,2025-12-29,B004,RM009,Savings,Individual,Medium,Pending,Pending,3,No,
APP01938,C01938,2025-12-24,B001,RM001,Savings,Individual,Low,Completed,Approved,9,No,
APP01939,C01939,2025-09-21,B003,RM007,Savings,Individual,Medium,Completed,Approved,7,No,
APP01940,C01940,2025-10-30,B005,RM011,Current,Individual,Low,Completed,Approved,3,No,
APP01941,C01941,2025-10-24,B001,RM003,Savings,Individual,Low,Completed,Approved,2,No,
APP01942,C01942,2025-08-01,B007,RM015,Savings,Individual,Medium,Completed,Approved,5,No,
APP01943,C01943,2025-07-29,B001,RM002,Savings,Individual,Medium,Completed,Approved,9,No,
APP01944,C01944,2025-03-11,B003,RM007,Premium,Individual,Low,Completed,Approved,5,No,
APP01945,C01945,2025-11-21,B004,RM008,Savings,Individual,Medium,Completed,Approved,3,No,
APP01946,C01946,2025-03-22,B007,RM015,Savings,Individual,Low,Completed,Approved,8,No,
APP01947,C01947,2025-09-02,B002,RM004,Current,Individual,Low,Completed,Approved,2,No,
APP01948,C01948,2025-04-13,B009,RM019,Savings,Individual,Low,Completed,Approved,10,No,
APP01949,C01949,2025-04-25,B004,RM009,Savings,Individual,Low,Failed,Rejected,5,No,
APP01950,C01950,2025-07-05,B007,RM015,Business,Business,High,Completed,Rejected,5,Yes,Sanctions Screening
APP01951,C01951,2025-06-27,B010,RM020,Current,Individual,Low,Completed,Approved,6,No,
APP01952,C01952,2025-04-10,B006,RM013,Current,Individual,Medium,Completed,Approved,6,No,
APP01953,C01953,2025-07-20,B010,RM021,Business,Business,Medium,Completed,Approved,8,No,
APP01954,C01954,2025-05-09,B005,RM011,Current,Individual,Medium,Completed,Rejected,15,Yes,Compliance Review
APP01955,C01955,2025-05-19,B008,RM016,Current,Individual,Low,Failed,Rejected,6,No,
APP01956,C01956,2025-12-01,B007,RM015,Business,Business,Medium,Completed,Approved,2,No,
APP01957,C01957,2025-07-01,B004,RM008,Current,Individual,Low,Completed,Approved,2,No,
APP01958,C01958,2025-03-24,B005,RM010,Current,Business,Medium,Completed,Approved,4,No,
APP01959,C01959,2025-08-05,B007,RM014,Premium,Individual,Low,Completed,Approved,9,No,
APP01960,C01960,2025-09-18,B010,RM021,Premium,Individual,Low,Pending,Pending,2,No,
APP01961,C01961,2025-10-16,B001,RM003,Savings,Individual,Low,Completed,Approved,3,No,
APP01962,C01962,2025-05-31,B007,RM014,Premium,Individual,Low,Completed,Approved,9,No,
APP01963,C01963,2025-01-07,B007,RM015,Savings,Individual,Low,Completed,Approved,2,No,
APP01964,C01964,2025-01-18,B001,RM001,Current,Business,Medium,Completed,Pending,13,No,
APP01965,C01965,2025-07-20,B001,RM003,Savings,Individual,Medium,Completed,Approved,6,No,
APP01966,C01966,2025-09-12,B009,RM019,Savings,Individual,Medium,Completed,Approved,5,No,
APP01967,C01967,2025-10-21,B002,RM004,Current,Individual,Low,Completed,Approved,8,Yes,Sanctions Screening
APP01968,C01968,2025-04-18,B001,RM001,Current,Individual,Low,Completed,Pending,17,No,
APP01969,C01969,2025-09-12,B004,RM008,Current,Business,High,Completed,Approved,5,Yes,Enhanced Due Diligence
APP01970,C01970,2025-06-29,B001,RM003,Savings,Individual,Medium,Completed,Approved,6,No,
APP01971,C01971,2025-12-02,B004,RM008,Current,Individual,Medium,Completed,Approved,3,No,
APP01972,C01972,2025-02-14,B008,RM016,Business,Business,Medium,Failed,Rejected,6,No,
APP01973,C01973,2025-12-02,B006,RM013,Savings,Individual,Low,Completed,Approved,2,No,
APP01974,C01974,2025-10-23,B008,RM017,Current,Individual,Low,Completed,Approved,4,No,
APP01975,C01975,2025-06-10,B006,RM012,Current,Individual,High,Completed,Approved,2,No,
APP01976,C01976,2025-12-16,B003,RM007,Premium,Individual,Low,Completed,Approved,10,No,
APP01977,C01977,2025-12-30,B004,RM009,Premium,Individual,Medium,Completed,Approved,8,No,
APP01978,C01978,2025-01-19,B009,RM018,Premium,Individual,Low,Failed,Rejected,5,No,
APP01979,C01979,2025-03-26,B006,RM012,Current,Individual,Medium,Pending,Pending,17,No,
APP01980,C01980,2025-10-23,B007,RM014,Savings,Individual,Low,Pending,Pending,3,No,
APP01981,C01981,2025-04-14,B003,RM007,Savings,Individual,Medium,Completed,Approved,5,No,
APP01982,C01982,2025-10-16,B002,RM005,Current,Business,High,Completed,Approved,10,No,
APP01983,C01983,2025-08-25,B004,RM008,Savings,Individual,Low,Completed,Approved,2,No,
APP01984,C01984,2025-09-28,B003,RM006,Savings,Individual,Low,Completed,Approved,5,No,
APP01985,C01985,2025-11-21,B007,RM014,Savings,Individual,Low,Completed,Approved,2,No,
APP01986,C01986,2025-04-03,B010,RM020,Savings,Individual,Low,Completed,Approved,2,No,
APP01987,C01987,2025-08-30,B006,RM013,Premium,Individual,Low,Completed,Approved,10,No,
APP01988,C01988,2025-06-16,B007,RM014,Current,Individual,Medium,Completed,Approved,3,No,
APP01989,C01989,2025-08-29,B008,RM017,Premium,Individual,Low,Completed,Approved,19,Yes,KYC Documentation
APP01990,C01990,2025-07-27,B002,RM005,Business,Business,Medium,Pending,Pending,16,No,
APP01991,C01991,2025-02-06,B008,RM017,Savings,Individual,Low,Completed,Approved,10,No,
APP01992,C01992,2025-10-10,B001,RM003,Current,Individual,Low,Completed,Approved,2,No,
APP01993,C01993,2025-03-21,B009,RM019,Current,Individual,Low,Completed,Approved,9,No,
APP01994,C01994,2025-05-19,B005,RM010,Savings,Individual,Medium,Completed,Approved,4,No,
APP01995,C01995,2025-05-02,B002,RM005,Current,Individual,High,Completed,Pending,17,Yes,KYC Documentation
APP01996,C01996,2025-08-13,B001,RM003,Premium,Individual,Medium,Completed,Approved,4,No,
APP01997,C01997,2025-05-17,B008,RM017,Current,Individual,Low,Completed,Approved,8,No,
APP01998,C01998,2025-06-15,B010,RM021,Business,Business,High,Completed,Approved,8,No,
APP01999,C01999,2025-05-25,B006,RM012,Savings,Individual,Low,Completed,Pending,16,No,
APP02000,C02000,2025-02-18,B002,RM004,Savings,Individual,Medium,Completed,Approved,7,No,
APP02001,C02001,2025-04-01,B004,RM008,Savings,Individual,Medium,Completed,Rejected,4,No,
APP02002,C02002,2025-12-14,B009,RM019,Current,Individual,Low,Completed,Approved,7,No,
APP02003,C02003,2025-03-13,B009,RM018,Savings,Individual,Low,Completed,Pending,6,No,
APP02004,C02004,2025-12-29,B001,RM003,Savings,Individual,Low,Completed,Pending,8,No,
APP02005,C02005,2025-02-27,B006,RM013,Savings,Individual,Medium,Completed,Pending,12,No,
APP02006,C02006,2025-10-06,B004,RM009,Current,Business,Medium,Pending,Pending,3,No,
APP02007,C02007,2025-06-13,B003,RM006,Premium,Individual,Low,Completed,Approved,2,No,
APP02008,C02008,2025-11-29,B003,RM006,Premium,Individual,Low,Completed,Approved,10,No,
APP02009,C02009,2025-01-05,B007,RM015,Premium,Individual,Medium,Failed,Rejected,6,No,
APP02010,C02010,2025-04-14,B006,RM013,Savings,Individual,Medium,Completed,Approved,5,No,
APP02011,C02011,2025-05-13,B009,RM018,Savings,Individual,High,Completed,Approved,9,No,
APP02012,C02012,2025-06-13,B002,RM004,Current,Individual,Low,Completed,Approved,6,No,
APP02013,C02013,2025-06-26,B001,RM003,Current,Individual,Medium,Completed,Approved,10,No,
APP02014,C02014,2025-10-23,B006,RM012,Savings,Individual,Low,Completed,Pending,16,No,
APP02015,C02015,2025-03-12,B010,RM021,Business,Business,High,Completed,Approved,3,No,
APP02016,C02016,2025-06-12,B008,RM016,Savings,Individual,Low,Pending,Pending,11,No,
APP02017,C02017,2025-08-29,B005,RM010,Current,Individual,High,Pending,Pending,5,No,
APP02018,C02018,2025-07-26,B006,RM013,Premium,Individual,Medium,Completed,Approved,5,No,
APP02019,C02019,2025-03-27,B004,RM009,Savings,Individual,Medium,Failed,Rejected,7,No,
APP02020,C02020,2025-03-16,B006,RM012,Current,Business,Medium,Completed,Approved,8,No,
APP02021,C02021,2025-03-24,B005,RM011,Current,Individual,Low,Completed,Approved,8,No,
APP02022,C02022,2025-10-24,B008,RM016,Savings,Individual,Medium,Pending,Pending,9,No,
APP02023,C02023,2025-09-04,B005,RM011,Savings,Individual,Low,Completed,Pending,11,No,
APP02024,C02024,2025-11-20,B002,RM005,Current,Individual,Medium,Completed,Approved,6,No,
APP02025,C02025,2025-08-29,B010,RM020,Business,Business,High,Completed,Rejected,3,No,
APP02026,C02026,2025-07-31,B008,RM017,Premium,Individual,Low,Completed,Approved,3,No,
APP02027,C02027,2025-11-09,B001,RM001,Savings,Individual,Low,Completed,Pending,7,No,
APP02028,C02028,2025-12-31,B002,RM004,Business,Business,Medium,Failed,Rejected,7,No,
APP02029,C02029,2025-04-25,B006,RM013,Current,Individual,Low,Completed,Approved,8,No,
APP02030,C02030,2025-04-05,B005,RM011,Savings,Individual,Medium,Completed,Approved,3,No,
APP02031,C02031,2025-09-14,B003,RM006,Current,Individual,Medium,Completed,Approved,10,No,
APP02032,C02032,2025-11-10,B005,RM010,Savings,Individual,Low,Completed,Approved,5,No,
APP02033,C02033,2025-02-13,B003,RM006,Savings,Individual,Medium,Completed,Approved,16,Yes,Compliance Review
APP02034,C02034,2025-07-25,B007,RM015,Savings,Individual,Medium,Completed,Pending,9,No,
APP02035,C02035,2025-08-09,B007,RM015,Current,Individual,Medium,Completed,Approved,2,No,
APP02036,C02036,2025-06-07,B007,RM015,Savings,Individual,Medium,Failed,Rejected,6,No,
APP02037,C02037,2025-10-07,B006,RM012,Current,Individual,Medium,Failed,Rejected,4,No,
APP02038,C02038,2025-08-15,B004,RM009,Savings,Individual,Medium,Completed,Approved,8,No,
APP02039,C02039,2025-12-01,B008,RM017,Premium,Individual,Low,Completed,Approved,7,No,
APP02040,C02040,2025-01-31,B007,RM014,Savings,Individual,Medium,Completed,Approved,10,No,
APP02041,C02041,2025-06-10,B002,RM005,Current,Individual,Medium,Completed,Approved,9,No,
APP02042,C02042,2025-07-17,B010,RM021,Savings,Individual,Low,Completed,Approved,10,No,
APP02043,C02043,2025-03-31,B004,RM009,Premium,Individual,Low,Completed,Approved,10,No,
APP02044,C02044,2025-08-13,B005,RM011,Savings,Individual,Low,Completed,Approved,6,No,
APP02045,C02045,2025-07-22,B007,RM014,Premium,Individual,Low,Completed,Approved,5,No,
APP02046,C02046,2025-02-09,B003,RM007,Current,Individual,Low,Completed,Approved,6,No,
APP02047,C02047,2025-07-18,B010,RM021,Savings,Individual,High,Completed,Approved,4,No,
APP02048,C02048,2025-09-21,B009,RM019,Savings,Individual,Medium,Completed,Approved,8,No,
APP02049,C02049,2025-06-09,B003,RM007,Savings,Individual,Low,Completed,Approved,9,No,
APP02050,C02050,2025-05-25,B008,RM016,Savings,Individual,Low,Completed,Approved,5,No,
APP02051,C02051,2025-05-11,B005,RM011,Current,Business,Medium,Pending,Pending,8,No,
APP02052,C02052,2025-12-15,B001,RM002,Savings,Individual,Medium,Completed,Approved,3,No,
APP02053,C02053,2025-07-18,B007,RM015,Business,Business,High,Completed,Approved,4,No,
APP02054,C02054,2025-09-26,B006,RM013,Premium,Individual,High,Completed,Approved,6,No,
APP02055,C02055,2025-01-02,B009,RM018,Savings,Individual,Medium,Completed,Approved,8,No,
APP02056,C02056,2025-03-19,B002,RM004,Premium,Individual,Medium,Completed,Approved,3,No,
APP02057,C02057,2025-11-21,B004,RM008,Business,Business,Medium,Completed,Approved,2,No,
APP02058,C02058,2025-07-15,B003,RM006,Savings,Individual,Medium,Completed,Approved,2,No,
APP02059,C02059,2025-04-04,B005,RM010,Premium,Individual,Medium,Pending,Pending,1,No,
APP02060,C02060,2025-06-01,B001,RM002,Savings,Individual,Low,Completed,Approved,13,Yes,Enhanced Due Diligence
APP02061,C02061,2025-11-10,B008,RM016,Business,Business,Medium,Completed,Approved,3,No,
APP02062,C02062,2025-07-14,B009,RM018,Business,Business,Medium,Pending,Pending,5,No,
APP02063,C02063,2025-06-09,B009,RM018,Savings,Individual,Low,Completed,Approved,9,No,
APP02064,C02064,2025-10-07,B004,RM009,Savings,Individual,Low,Completed,Approved,5,No,
APP02065,C02065,2025-03-17,B010,RM020,Current,Individual,Low,Pending,Pending,14,No,
APP02066,C02066,2025-06-28,B008,RM016,Savings,Individual,Medium,Completed,Approved,4,No,
APP02067,C02067,2025-04-19,B002,RM004,Current,Individual,Medium,Completed,Approved,6,No,
APP02068,C02068,2025-01-08,B005,RM010,Current,Business,High,Completed,Approved,2,No,
APP02069,C02069,2025-12-18,B001,RM002,Savings,Individual,Low,Completed,Approved,2,No,
APP02070,C02070,2025-03-28,B003,RM007,Savings,Individual,Medium,Completed,Rejected,7,No,
APP02071,C02071,2025-01-16,B001,RM002,Savings,Individual,Low,Completed,Approved,10,No,
APP02072,C02072,2025-06-23,B008,RM016,Premium,Individual,Low,Completed,Approved,3,No,
APP02073,C02073,2025-09-13,B008,RM017,Current,Individual,High,Completed,Approved,7,No,
APP02074,C02074,2025-07-02,B003,RM006,Current,Individual,Low,Completed,Approved,10,No,
APP02075,C02075,2025-12-22,B004,RM009,Current,Individual,Medium,Completed,Approved,4,No,
APP02076,C02076,2025-01-03,B008,RM016,Business,Business,Medium,Completed,Pending,7,No,
APP02077,C02077,2025-07-02,B002,RM005,Business,Business,High,Completed,Rejected,16,Yes,Sanctions Screening
APP02078,C02078,2025-03-13,B002,RM005,Savings,Individual,Low,Completed,Approved,2,No,
APP02079,C02079,2025-03-03,B002,RM005,Savings,Individual,Low,Failed,Rejected,3,No,
APP02080,C02080,2025-08-02,B001,RM001,Current,Individual,High,Completed,Rejected,15,Yes,Compliance Review
APP02081,C02081,2025-01-30,B006,RM012,Premium,Individual,Low,Completed,Approved,6,No,
APP02082,C02082,2025-11-04,B004,RM008,Premium,Individual,Low,Completed,Approved,2,No,
APP02083,C02083,2025-05-07,B010,RM021,Savings,Individual,Medium,Completed,Approved,2,No,
APP02084,C02084,2025-03-28,B009,RM019,Current,Business,Medium,Completed,Approved,5,No,
APP02085,C02085,2025-10-15,B003,RM007,Premium,Individual,Low,Completed,Approved,5,No,
APP02086,C02086,2025-09-04,B003,RM006,Current,Individual,Low,Completed,Approved,6,No,
APP02087,C02087,2025-03-21,B004,RM008,Premium,Individual,Medium,Pending,Pending,18,No,
APP02088,C02088,2025-07-02,B010,RM020,Business,Business,Medium,Completed,Rejected,5,Yes,Enhanced Due Diligence
APP02089,C02089,2025-09-25,B003,RM007,Savings,Individual,Medium,Completed,Approved,10,No,
APP02090,C02090,2025-07-30,B007,RM015,Savings,Individual,Low,Completed,Approved,2,No,
APP02091,C02091,2025-09-21,B005,RM010,Savings,Individual,Low,Completed,Rejected,13,Yes,Compliance Review
APP02092,C02092,2025-12-10,B006,RM012,Current,Individual,Medium,Completed,Approved,2,No,
APP02093,C02093,2025-06-11,B002,RM004,Savings,Individual,Medium,Completed,Approved,9,No,
APP02094,C02094,2025-03-29,B006,RM013,Savings,Individual,Low,Completed,Approved,6,No,
APP02095,C02095,2025-05-12,B009,RM018,Premium,Individual,Medium,Completed,Approved,3,No,
APP02096,C02096,2025-08-30,B007,RM014,Current,Individual,Low,Completed,Approved,2,No,
APP02097,C02097,2025-01-16,B008,RM017,Savings,Individual,Medium,Completed,Approved,10,No,
APP02098,C02098,2025-12-19,B007,RM014,Business,Business,High,Completed,Approved,9,No,
APP02099,C02099,2025-04-17,B005,RM011,Savings,Individual,Medium,Completed,Approved,8,No,
APP02100,C02100,2025-07-13,B009,RM019,Savings,Individual,Low,Pending,Pending,15,No,
APP02101,C02101,2025-03-11,B006,RM012,Savings,Individual,Medium,Completed,Approved,6,No,
APP02102,C02102,2025-08-29,B009,RM019,Savings,Individual,Medium,Completed,Approved,10,No,
APP02103,C02103,2025-01-01,B009,RM019,Savings,Individual,Low,Completed,Approved,4,No,
APP02104,C02104,2025-07-02,B009,RM018,Savings,Individual,Low,Completed,Approved,6,No,
APP02105,C02105,2025-01-03,B002,RM005,Savings,Individual,Low,Completed,Approved,3,No,
APP02106,C02106,2025-07-25,B004,RM008,Premium,Business,Medium,Completed,Approved,7,No,
APP02107,C02107,2025-09-05,B001,RM003,Business,Business,High,Failed,Rejected,4,No,
APP02108,C02108,2025-03-09,B004,RM008,Savings,Individual,Low,Completed,Approved,10,No,
APP02109,C02109,2025-01-27,B009,RM019,Current,Individual,Low,Completed,Approved,8,No,
APP02110,C02110,2025-08-29,B010,RM020,Current,Individual,Medium,Completed,Approved,10,No,
APP02111,C02111,2025-02-04,B004,RM008,Current,Individual,Medium,Completed,Approved,6,No,
APP02112,C02112,2025-03-22,B002,RM005,Savings,Individual,Low,Completed,Approved,5,No,
APP02113,C02113,2025-01-06,B003,RM006,Premium,Individual,Low,Completed,Pending,12,No,
APP02114,C02114,2025-11-03,B002,RM005,Savings,Individual,Low,Completed,Approved,8,No,
APP02115,C02115,2025-01-22,B002,RM004,Savings,Individual,Low,Completed,Approved,4,No,
APP02116,C02116,2025-11-04,B003,RM007,Current,Business,High,Completed,Rejected,4,No,
APP02117,C02117,2025-12-27,B010,RM021,Savings,Individual,Low,Pending,Pending,3,No,
APP02118,C02118,2025-02-13,B009,RM019,Savings,Individual,Medium,Completed,Approved,6,No,
APP02119,C02119,2025-08-22,B006,RM012,Premium,Individual,Low,Failed,Rejected,4,No,
APP02120,C02120,2025-09-08,B006,RM012,Premium,Individual,Medium,Completed,Approved,9,No,
APP02121,C02121,2025-01-19,B007,RM014,Savings,Individual,Medium,Completed,Approved,8,No,
APP02122,C02122,2025-08-23,B004,RM008,Current,Individual,Low,Completed,Approved,8,No,
APP02123,C02123,2025-06-22,B006,RM012,Current,Business,Medium,Completed,Approved,8,No,
APP02124,C02124,2025-02-18,B006,RM012,Business,Business,Medium,Completed,Approved,13,Yes,Enhanced Due Diligence
APP02125,C02125,2025-01-11,B002,RM005,Premium,Individual,Low,Completed,Approved,10,No,
APP02126,C02126,2025-10-25,B009,RM018,Savings,Individual,Low,Completed,Approved,2,No,
APP02127,C02127,2025-05-31,B004,RM009,Current,Individual,Medium,Completed,Approved,7,No,
APP02128,C02128,2025-08-08,B003,RM006,Savings,Individual,Low,Completed,Approved,9,No,
APP02129,C02129,2025-03-24,B002,RM005,Savings,Individual,Medium,Completed,Approved,10,No,
APP02130,C02130,2025-08-22,B005,RM011,Savings,Individual,Low,Completed,Approved,8,No,
APP02131,C02131,2025-10-23,B006,RM013,Current,Individual,High,Completed,Approved,4,No,
APP02132,C02132,2025-04-29,B004,RM008,Premium,Individual,Low,Completed,Approved,2,No,
APP02133,C02133,2025-05-16,B009,RM018,Business,Business,High,Completed,Rejected,7,No,
APP02134,C02134,2025-08-03,B009,RM019,Current,Business,Medium,Completed,Pending,17,No,
APP02135,C02135,2025-06-17,B002,RM004,Savings,Individual,Medium,Completed,Approved,3,No,
APP02136,C02136,2025-10-11,B001,RM001,Savings,Individual,Medium,Failed,Rejected,6,No,
APP02137,C02137,2025-03-02,B005,RM010,Business,Business,Medium,Completed,Approved,10,No,
APP02138,C02138,2025-09-18,B010,RM021,Savings,Individual,Low,Completed,Approved,3,No,
APP02139,C02139,2025-11-16,B003,RM007,Business,Business,High,Pending,Pending,1,No,
APP02140,C02140,2025-11-23,B009,RM019,Savings,Individual,Medium,Completed,Approved,15,Yes,Risk Assessment
APP02141,C02141,2025-07-08,B007,RM015,Savings,Individual,Low,Completed,Approved,6,No,
APP02142,C02142,2025-04-20,B010,RM021,Savings,Individual,Low,Completed,Approved,7,No,
APP02143,C02143,2025-07-08,B007,RM014,Current,Business,High,Completed,Approved,3,No,
APP02144,C02144,2025-08-11,B005,RM011,Savings,Individual,Low,Completed,Approved,3,No,
APP02145,C02145,2025-05-19,B003,RM007,Savings,Individual,Medium,Completed,Approved,13,Yes,Enhanced Due Diligence
APP02146,C02146,2025-01-19,B004,RM009,Current,Individual,Low,Completed,Approved,5,No,
APP02147,C02147,2025-03-04,B001,RM003,Business,Business,Medium,Completed,Rejected,2,No,
APP02148,C02148,2025-08-16,B006,RM012,Current,Individual,Medium,Completed,Approved,8,No,
APP02149,C02149,2025-09-26,B004,RM008,Current,Business,Medium,Completed,Approved,7,No,
APP02150,C02150,2025-06-06,B007,RM015,Savings,Individual,High,Completed,Approved,6,No,
APP02151,C02151,2025-10-29,B008,RM016,Current,Individual,Medium,Completed,Approved,4,No,
APP02152,C02152,2025-07-11,B007,RM014,Savings,Individual,Low,Completed,Approved,9,No,
APP02153,C02153,2025-12-20,B004,RM008,Savings,Individual,Low,Completed,Approved,7,No,
APP02154,C02154,2025-05-22,B008,RM016,Premium,Individual,Low,Completed,Approved,9,No,
APP02155,C02155,2025-10-14,B009,RM019,Current,Individual,Low,Completed,Pending,12,No,
APP02156,C02156,2025-12-08,B005,RM011,Savings,Individual,Low,Completed,Approved,7,No,
APP02157,C02157,2025-04-07,B002,RM005,Savings,Individual,High,Failed,Rejected,7,No,
APP02158,C02158,2025-12-23,B009,RM019,Current,Business,High,Completed,Approved,8,No,
APP02159,C02159,2025-12-21,B001,RM002,Premium,Individual,Low,Completed,Approved,5,No,
APP02160,C02160,2025-07-25,B003,RM006,Savings,Individual,Low,Completed,Approved,5,No,
APP02161,C02161,2025-12-25,B004,RM008,Current,Individual,Low,Completed,Approved,7,No,
APP02162,C02162,2025-07-13,B008,RM017,Current,Individual,Low,Pending,Pending,2,No,
APP02163,C02163,2025-01-24,B009,RM018,Savings,Individual,Medium,Completed,Approved,8,No,
APP02164,C02164,2025-09-11,B003,RM007,Current,Individual,Low,Completed,Approved,2,No,
APP02165,C02165,2025-08-13,B002,RM004,Savings,Individual,Low,Completed,Approved,9,No,
APP02166,C02166,2025-02-22,B004,RM009,Business,Business,High,Completed,Approved,5,Yes,Compliance Review
APP02167,C02167,2025-07-30,B010,RM021,Savings,Individual,High,Pending,Pending,10,No,
APP02168,C02168,2025-04-02,B005,RM010,Current,Business,Medium,Failed,Rejected,5,No,
APP02169,C02169,2025-03-22,B009,RM018,Savings,Individual,Medium,Completed,Approved,6,No,
APP02170,C02170,2025-04-18,B007,RM014,Current,Individual,Low,Completed,Approved,8,No,
APP02171,C02171,2025-08-25,B006,RM013,Savings,Individual,Low,Completed,Approved,9,No,
APP02172,C02172,2025-01-18,B010,RM020,Current,Individual,High,Completed,Approved,3,No,
APP02173,C02173,2025-07-22,B003,RM006,Savings,Individual,Low,Completed,Approved,7,No,
APP02174,C02174,2025-09-19,B004,RM008,Business,Business,High,Completed,Rejected,3,No,
APP02175,C02175,2025-06-21,B005,RM011,Savings,Individual,Medium,Completed,Approved,9,No,
APP02176,C02176,2025-09-20,B006,RM012,Savings,Individual,Low,Completed,Approved,8,No,
APP02177,C02177,2025-11-14,B004,RM008,Savings,Individual,Medium,Completed,Approved,7,No,
APP02178,C02178,2025-01-17,B009,RM019,Savings,Individual,Low,Completed,Approved,5,No,
APP02179,C02179,2025-05-12,B003,RM007,Premium,Individual,High,Completed,Rejected,3,No,
APP02180,C02180,2025-02-17,B008,RM017,Savings,Individual,Low,Pending,Pending,5,No,
APP02181,C02181,2025-12-11,B009,RM018,Savings,Individual,Low,Completed,Approved,9,No,
APP02182,C02182,2025-08-11,B001,RM002,Current,Business,Medium,Completed,Approved,7,No,
APP02183,C02183,2025-04-30,B010,RM020,Current,Individual,Low,Completed,Approved,3,No,
APP02184,C02184,2025-12-21,B003,RM007,Savings,Individual,Low,Pending,Pending,19,No,
APP02185,C02185,2025-05-23,B009,RM019,Business,Business,Medium,Completed,Approved,10,No,
APP02186,C02186,2025-08-11,B003,RM007,Savings,Individual,Low,Pending,Pending,15,No,
APP02187,C02187,2025-10-09,B002,RM004,Current,Individual,Low,Completed,Approved,5,No,
APP02188,C02188,2025-09-23,B006,RM013,Savings,Individual,Low,Completed,Approved,3,No,
APP02189,C02189,2025-04-25,B001,RM002,Savings,Individual,Medium,Completed,Approved,10,No,
APP02190,C02190,2025-07-17,B010,RM021,Savings,Individual,Low,Completed,Approved,8,No,
APP02191,C02191,2025-02-26,B006,RM013,Savings,Individual,Medium,Completed,Pending,16,Yes,Enhanced Due Diligence
APP02192,C02192,2025-12-07,B006,RM012,Current,Individual,High,Completed,Approved,4,No,
APP02193,C02193,2025-11-15,B002,RM005,Current,Individual,Low,Pending,Pending,2,No,
APP02194,C02194,2025-10-15,B009,RM019,Business,Business,Medium,Completed,Approved,6,No,
APP02195,C02195,2025-02-17,B007,RM014,Current,Individual,Low,Completed,Approved,10,No,
APP02196,C02196,2025-10-29,B005,RM010,Current,Individual,Low,Completed,Pending,17,No,
APP02197,C02197,2025-11-02,B003,RM006,Current,Individual,Low,Completed,Approved,2,No,
APP02198,C02198,2025-01-18,B006,RM012,Current,Individual,Low,Completed,Approved,3,No,
APP02199,C02199,2025-07-07,B001,RM001,Current,Individual,Low,Completed,Pending,19,No,
