Customer_ID,Customer_Type,Age,Annual_Income,Account_Type,Risk_Level,Branch_ID,RM_ID
C02024,Individual,25.0,173288,Current,Medium,B002,RM005
C02025,Business,,72443,Business,High,B010,RM020
C02026,Individual,44.0,19670,Premium,Low,B008,RM017
C02027,Individual,45.0,47827,Savings,Low,B001,RM001
C02028,Business,,75945,Business,Medium,B002,RM004
C02029,Individual,31.0,39636,Current,Low,B006,RM013
C02030,Individual,36.0,55105,Savings,Medium,B005,RM011
C02031,Individual,33.0,36143,Current,Medium,B003,RM006
C02032,Individual,57.0,23255,Savings,Low,B005,RM010
C02033,Individual,33.0,94481,Savings,Medium,B003,RM006
C02034,Individual,18.0,28108,Savings,Medium,B007,RM015
C02035,Individual,24.0,106773,Current,Medium,B007,RM015
C02036,Individual,19.0,57807,Savings,Medium,B007,RM015
C02037,Individual,19.0,65421,Current,Medium,B006,RM012
C02038,Individual,56.0,104750,Savings,Medium,B004,RM009
C02039,Individual,35.0,27524,Premium,Low,B008,RM017
C02040,Individual,54.0,20119,Savings,Medium,B007,RM014
C02041,Individual,42.0,32296,Current,Medium,B002,RM005
C02042,Individual,32.0,57030,Savings,Low,B010,RM021
C02043,Individual,51.0,82378,Premium,Low,B004,RM009
C02044,Individual,28.0,36114,Savings,Low,B005,RM011
C02045,Individual,27.0,98252,Premium,Low,B007,RM014
C02046,Individual,22.0,21023,Current,Low,B003,RM007
C02047,Individual,45.0,95482,Savings,High,B010,RM021
C02048,Individual,67.0,23856,Savings,Medium,B009,RM019
C02049,Individual,29.0,24121,Savings,Low,B003,RM007
C02050,Individual,19.0,43725,Savings,Low,B008,RM016
C02051,Business,,79909,Current,Medium,B005,RM011
C02052,Individual,29.0,96267,Savings,Medium,B001,RM002
C02053,Business,,58822,Business,High,B007,RM015
C02054,Individual,43.0,110580,Premium,High,B006,RM013
C02055,Individual,71.0,96477,Savings,Medium,B009,RM018
C02056,Individual,20.0,37654,Premium,Medium,B002,RM004
C02057,Business,,178516,Business,Medium,B004,RM008
C02058,Individual,45.0,89644,Savings,Medium,B003,RM006
C02059,Individual,43.0,18536,Premium,Medium,B005,RM010
C02060,Individual,63.0,53414,Savings,Low,B001,RM002
C02061,Business,,406204,Business,Medium,B008,RM016
C02062,Business,,381918,Business,Medium,B009,RM018
C02063,Individual,73.0,84440,Savings,Low,B009,RM018
C02064,Individual,24.0,36402,Savings,Low,B004,RM009
C02065,Individual,19.0,61891,Current,Low,B010,RM020
C02066,Individual,21.0,118379,Savings,Medium,B008,RM016
C02067,Individual,20.0,75913,Current,Medium,B002,RM004
C02068,Business,,273176,Current,High,B005,RM010
C02069,Individual,30.0,30579,Savings,Low,B001,RM002
C02070,Individual,26.0,36654,Savings,Medium,B003,RM007
C02071,Individual,34.0,133802,Savings,Low,B001,RM002
C02072,Individual,68.0,33345,Premium,Low,B008,RM016
C02073,Individual,47.0,102461,Current,High,B008,RM017
C02074,Individual,53.0,101666,Current,Low,B003,RM006
C02075,Individual,63.0,58282,Current,Medium,B004,RM009
C02076,Business,,171352,Business,Medium,B008,RM016
C02077,Business,,78777,Business,High,B002,RM005
C02078,Individual,72.0,96301,Savings,Low,B002,RM005
C02079,Individual,41.0,66204,Savings,Low,B002,RM005
C02080,Individual,48.0,84346,Current,High,B001,RM001
C02081,Individual,45.0,33504,Premium,Low,B006,RM012
C02082,Individual,49.0,112234,Premium,Low,B004,RM008
C02083,Individual,33.0,50806,Savings,Medium,B010,RM021
C02084,Business,,45394,Current,Medium,B009,RM019
C02085,Individual,23.0,89954,Premium,Low,B003,RM007
C02086,Individual,71.0,63412,Current,Low,B003,RM006
C02087,Individual,20.0,125396,Premium,Medium,B004,RM008
C02088,Business,,814179,Business,Medium,B010,RM020
C02089,Individual,57.0,44256,Savings,Medium,B003,RM007
C02090,Individual,50.0,37873,Savings,Low,B007,RM015
C02091,Individual,62.0,69655,Savings,Low,B005,RM010
C02092,Individual,43.0,55409,Current,Medium,B006,RM012
C02093,Individual,27.0,82411,Savings,Medium,B002,RM004
C02094,Individual,46.0,20406,Savings,Low,B006,RM013
C02095,Individual,48.0,48035,Premium,Medium,B009,RM018
C02096,Individual,63.0,33506,Current,Low,B007,RM014
C02097,Individual,21.0,26263,Savings,Medium,B008,RM017
C02098,Business,,639297,Business,High,B007,RM014
C02099,Individual,66.0,52056,Savings,Medium,B005,RM011
C02100,Individual,74.0,129710,Savings,Low,B009,RM019
C02101,Individual,35.0,91830,Savings,Medium,B006,RM012
C02102,Individual,57.0,40179,Savings,Medium,B009,RM019
C02103,Individual,39.0,73094,Savings,Low,B009,RM019
C02104,Individual,57.0,19291,Savings,Low,B009,RM018
C02105,Individual,66.0,58644,Savings,Low,B002,RM005
C02106,Business,,221515,Premium,Medium,B004,RM008
C02107,Business,,57347,Business,High,B001,RM003
C02108,Individual,55.0,57391,Savings,Low,B004,RM008
C02109,Individual,18.0,44987,Current,Low,B009,RM019
C02110,Individual,73.0,172076,Current,Medium,B010,RM020
C02111,Individual,55.0,39669,Current,Medium,B004,RM008
C02112,Individual,39.0,39499,Savings,Low,B002,RM005
C02113,Individual,48.0,22255,Premium,Low,B003,RM006
C02114,Individual,34.0,67947,Savings,Low,B002,RM005
C02115,Individual,52.0,44495,Savings,Low,B002,RM004
C02116,Business,,90484,Current,High,B003,RM007
C02117,Individual,39.0,35517,Savings,Low,B010,RM021
C02118,Individual,40.0,103149,Savings,Medium,B009,RM019
C02119,Individual,57.0,85663,Premium,Low,B006,RM012
C02120,Individual,62.0,71371,Premium,Medium,B006,RM012
C02121,Individual,42.0,108337,Savings,Medium,B007,RM014
C02122,Individual,57.0,78427,Current,Low,B004,RM008
C02123,Business,,884536,Current,Medium,B006,RM012
C02124,Business,,52326,Business,Medium,B006,RM012
C02125,Individual,65.0,100654,Premium,Low,B002,RM005
C02126,Individual,67.0,22448,Savings,Low,B009,RM018
C02127,Individual,25.0,42128,Current,Medium,B004,RM009
C02128,Individual,45.0,46984,Savings,Low,B003,RM006
C02129,Individual,42.0,138393,Savings,Medium,B002,RM005
C02130,Individual,49.0,59649,Savings,Low,B005,RM011
C02131,Individual,23.0,114403,Current,High,B006,RM013
C02132,Individual,34.0,100860,Premium,Low,B004,RM008
C02133,Business,,58121,Business,High,B009,RM018
C02134,Business,,251351,Current,Medium,B009,RM019
C02135,Individual,75.0,42669,Savings,Medium,B002,RM004
C02136,Individual,65.0,20252,Savings,Medium,B001,RM001
C02137,Business,,93051,Business,Medium,B005,RM010
C02138,Individual,53.0,96225,Savings,Low,B010,RM021
C02139,Business,,104415,Business,High,B003,RM007
C02140,Individual,70.0,113402,Savings,Medium,B009,RM019
C02141,Individual,64.0,92291,Savings,Low,B007,RM015
C02142,Individual,42.0,35294,Savings,Low,B010,RM021
C02143,Business,,56320,Current,High,B007,RM014
C02144,Individual,49.0,21755,Savings,Low,B005,RM011
C02145,Individual,29.0,118024,Savings,Medium,B003,RM007
C02146,Individual,33.0,84731,Current,Low,B004,RM009
C02147,Business,,270879,Business,Medium,B001,RM003
C02148,Individual,31.0,49632,Current,Medium,B006,RM012
C02149,Business,,236017,Current,Medium,B004,RM008
C02150,Individual,42.0,55910,Savings,High,B007,RM015
C02151,Individual,45.0,44024,Current,Medium,B008,RM016
C02152,Individual,44.0,27411,Savings,Low,B007,RM014
C02153,Individual,66.0,78435,Savings,Low,B004,RM008
C02154,Individual,73.0,71249,Premium,Low,B008,RM016
C02155,Individual,26.0,25681,Current,Low,B009,RM019
C02156,Individual,27.0,30151,Savings,Low,B005,RM011
C02157,Individual,37.0,81330,Savings,High,B002,RM005
C02158,Business,,56010,Current,High,B009,RM019
C02159,Individual,51.0,112573,Premium,Low,B001,RM002
C02160,Individual,67.0,77221,Savings,Low,B003,RM006
C02161,Individual,64.0,96460,Current,Low,B004,RM008
C02162,Individual,71.0,157041,Current,Low,B008,RM017
C02163,Individual,33.0,62029,Savings,Medium,B009,RM018
C02164,Individual,45.0,121076,Current,Low,B003,RM007
C02165,Individual,20.0,31512,Savings,Low,B002,RM004
C02166,Business,,288332,Business,High,B004,RM009
C02167,Individual,34.0,37251,Savings,High,B010,RM021
C02168,Business,,55512,Current,Medium,B005,RM010
C02169,Individual,58.0,95807,Savings,Medium,B009,RM018
C02170,Individual,62.0,112083,Current,Low,B007,RM014
C02171,Individual,50.0,77727,Savings,Low,B006,RM013
C02172,Individual,53.0,41762,Current,High,B010,RM020
C02173,Individual,30.0,23143,Savings,Low,B003,RM006
C02174,Business,,59333,Business,High,B004,RM008
C02175,Individual,25.0,93380,Savings,Medium,B005,RM011
C02176,Individual,62.0,23212,Savings,Low,B006,RM012
C02177,Individual,61.0,107548,Savings,Medium,B004,RM008
C02178,Individual,24.0,50891,Savings,Low,B009,RM019
C02179,Individual,75.0,118379,Premium,High,B003,RM007
C02180,Individual,54.0,32714,Savings,Low,B008,RM017
C02181,Individual,56.0,18656,Savings,Low,B009,RM018
C02182,Business,,420950,Current,Medium,B001,RM002
C02183,Individual,52.0,87416,Current,Low,B010,RM020
C02184,Individual,26.0,23891,Savings,Low,B003,RM007
C02185,Business,,259095,Business,Medium,B009,RM019
C02186,Individual,51.0,57016,Savings,Low,B003,RM007
C02187,Individual,72.0,89156,Current,Low,B002,RM004
C02188,Individual,46.0,38770,Savings,Low,B006,RM013
C02189,Individual,35.0,142130,Savings,Medium,B001,RM002
C02190,Individual,73.0,81988,Savings,Low,B010,RM021
C02191,Individual,30.0,46439,Savings,Medium,B006,RM013
C02192,Individual,65.0,121693,Current,High,B006,RM012
C02193,Individual,68.0,98996,Current,Low,B002,RM005
C02194,Business,,251095,Business,Medium,B009,RM019
C02195,Individual,70.0,112860,Current,Low,B007,RM014
C02196,Individual,45.0,42893,Current,Low,B005,RM010
C02197,Individual,58.0,63689,Current,Low,B003,RM006
C02198,Individual,25.0,22891,Current,Low,B006,RM012
C02199,Individual,41.0,51156,Current,Low,B001,RM001
C02200,Individual,58.0,66655,Savings,Low,B010,RM020
C02201,Individual,40.0,81113,Current,Medium,B009,RM018
C02202,Individual,21.0,43079,Premium,Medium,B005,RM011
C02203,Individual,53.0,80325,Savings,Medium,B003,RM006
C02204,Business,,165277,Business,Medium,B004,RM009
C02205,Individual,43.0,50148,Current,Low,B007,RM014
C02206,Individual,64.0,36724,Current,Low,B005,RM010
C02207,Individual,19.0,31755,Current,Low,B009,RM018
C02208,Individual,37.0,136505,Savings,High,B007,RM014
C02209,Business,,141070,Business,High,B005,RM011
C02210,Individual,68.0,30092,Savings,Low,B005,RM011
C02211,Business,,324394,Current,Medium,B005,RM010
C02212,Individual,73.0,77729,Premium,Low,B001,RM002
C02213,Individual,41.0,34415,Savings,Medium,B005,RM010
C02214,Individual,26.0,44032,Current,Low,B005,RM011
C02215,Individual,72.0,53411,Premium,Low,B006,RM012
C02216,Business,,60648,Current,Medium,B004,RM009
C02217,Business,,86616,Business,Medium,B002,RM004
C02218,Individual,30.0,20995,Current,Low,B004,RM008
C02219,Individual,38.0,122569,Premium,High,B002,RM004
C02220,Business,,232352,Business,High,B007,RM014
C02221,Individual,50.0,116211,Current,Medium,B001,RM001
C02222,Business,,41741,Premium,Medium,B002,RM005
C02223,Individual,25.0,79137,Savings,Low,B007,RM014
C02224,Individual,62.0,58589,Current,Medium,B007,RM015
C02225,Business,,202697,Business,High,B003,RM007
C02226,Individual,56.0,22036,Premium,Low,B010,RM021
C02227,Individual,36.0,31008,Savings,Low,B001,RM003
C02228,Individual,44.0,23166,Premium,Low,B009,RM019
C02229,Individual,46.0,62131,Savings,Low,B001,RM001
C02230,Individual,64.0,74057,Savings,High,B001,RM001
C02231,Individual,67.0,95574,Savings,Low,B007,RM014
C02232,Individual,62.0,22220,Savings,Medium,B001,RM003
C02233,Business,,97995,Business,Medium,B010,RM020
C02234,Business,,705048,Business,Medium,B006,RM013
C02235,Individual,29.0,96647,Premium,Low,B007,RM014
C02236,Individual,45.0,71810,Current,Low,B009,RM019
C02237,Business,,237492,Current,Medium,B001,RM002
C02238,Individual,75.0,74590,Premium,Medium,B006,RM013
C02239,Individual,73.0,76063,Current,Low,B007,RM015
C02240,Individual,59.0,48135,Savings,Medium,B008,RM016
C02241,Individual,56.0,113252,Savings,Medium,B002,RM005
C02242,Individual,29.0,109694,Premium,Medium,B003,RM006
C02243,Individual,63.0,67573,Current,Medium,B007,RM014
C02244,Individual,53.0,79341,Current,Medium,B008,RM016
C02245,Business,,75079,Current,Medium,B010,RM021
C02246,Individual,54.0,18697,Current,Medium,B010,RM020
C02247,Individual,72.0,23738,Premium,Low,B004,RM009
C02248,Individual,67.0,146490,Current,High,B001,RM002
C02249,Individual,19.0,150997,Savings,Medium,B008,RM017
C02250,Business,,68966,Business,Medium,B009,RM018
C02251,Individual,56.0,39959,Current,Medium,B004,RM008
C02252,Individual,75.0,41146,Current,High,B001,RM003
C02253,Business,,423527,Premium,High,B010,RM020
C02254,Individual,19.0,49649,Savings,Medium,B009,RM018
C02255,Individual,60.0,76085,Savings,Low,B007,RM015
C02256,Individual,71.0,36408,Savings,Low,B003,RM006
C02257,Business,,188303,Premium,High,B005,RM010
C02258,Individual,43.0,55768,Current,Medium,B009,RM018
C02259,Individual,20.0,90763,Savings,Low,B001,RM002
C02260,Business,,202412,Premium,Medium,B001,RM003
C02261,Business,,828376,Business,Medium,B004,RM008
C02262,Individual,70.0,83140,Premium,Low,B001,RM001
C02263,Individual,23.0,79749,Savings,Medium,B001,RM003
C02264,Individual,29.0,114197,Savings,Medium,B008,RM017
C02265,Individual,27.0,30070,Savings,Low,B001,RM002
C02266,Individual,56.0,50637,Savings,High,B003,RM007
C02267,Individual,73.0,48521,Current,Low,B009,RM018
C02268,Individual,49.0,111073,Premium,High,B003,RM006
C02269,Individual,56.0,26635,Savings,Medium,B009,RM018
C02270,Individual,30.0,32872,Savings,Medium,B006,RM013
C02271,Individual,28.0,31150,Savings,Low,B002,RM005
C02272,Individual,72.0,179482,Savings,Low,B010,RM020
C02273,Individual,25.0,31824,Savings,Low,B006,RM013
C02274,Individual,52.0,62607,Savings,Low,B008,RM016
C02275,Business,,180503,Business,Medium,B003,RM006
C02276,Individual,27.0,99268,Savings,High,B002,RM004
C02277,Individual,21.0,24713,Current,Medium,B007,RM015
C02278,Individual,27.0,112745,Current,Low,B003,RM006
C02279,Individual,28.0,72215,Premium,Medium,B003,RM006
C02280,Individual,34.0,67516,Savings,Low,B008,RM017
C02281,Individual,46.0,31959,Premium,Low,B009,RM019
C02282,Business,,485825,Business,High,B007,RM014
C02283,Individual,54.0,81501,Savings,Medium,B009,RM018
C02284,Individual,43.0,47798,Savings,Medium,B007,RM014
C02285,Individual,43.0,49603,Premium,Low,B001,RM003
C02286,Individual,23.0,51202,Savings,Medium,B006,RM013
C02287,Individual,43.0,63988,Savings,Low,B008,RM017
C02288,Individual,43.0,44775,Savings,Medium,B003,RM006
C02289,Business,,77215,Business,Medium,B010,RM021
C02290,Individual,52.0,97597,Savings,Medium,B009,RM019
C02291,Individual,73.0,23188,Savings,Medium,B006,RM013
C02292,Business,,160240,Current,Medium,B010,RM021
C02293,Individual,50.0,162491,Savings,High,B006,RM013
C02294,Individual,53.0,45505,Savings,Low,B009,RM019
C02295,Individual,69.0,82346,Current,Medium,B006,RM013
C02296,Individual,52.0,65591,Savings,Low,B003,RM006
C02297,Business,,199732,Current,High,B002,RM005
C02298,Individual,47.0,74878,Savings,Low,B010,RM021
C02299,Business,,288360,Current,High,B003,RM006
C02300,Individual,30.0,42502,Current,Low,B009,RM019
C02301,Individual,29.0,55563,Savings,Medium,B001,RM001
C02302,Business,,202276,Business,Medium,B008,RM016
C02303,Individual,61.0,27161,Premium,Low,B006,RM013
C02304,Individual,29.0,105767,Savings,Low,B003,RM006
C02305,Business,,148677,Current,Medium,B003,RM007
C02306,Individual,54.0,105649,Current,Low,B004,RM009
C02307,Business,,408110,Business,Medium,B002,RM004
C02308,Individual,38.0,29071,Current,Medium,B003,RM006
C02309,Individual,54.0,37304,Savings,Low,B006,RM013
C02310,Individual,61.0,54650,Premium,High,B002,RM005
C02311,Individual,41.0,72088,Savings,High,B009,RM018
C02312,Individual,38.0,98828,Current,Low,B004,RM009
C02313,Individual,25.0,113574,Current,Low,B002,RM004
C02314,Individual,28.0,35089,Current,Low,B004,RM008
C02315,Individual,23.0,93774,Savings,Low,B005,RM011
C02316,Individual,70.0,47026,Savings,Low,B010,RM021
C02317,Business,,237501,Business,High,B008,RM017
C02318,Individual,57.0,49809,Current,Medium,B002,RM005
C02319,Business,,336901,Current,Medium,B007,RM014
C02320,Individual,25.0,74322,Savings,Low,B003,RM007
C02321,Individual,35.0,55401,Current,Low,B006,RM012
C02322,Individual,26.0,116530,Current,Medium,B007,RM014
C02323,Individual,38.0,118244,Savings,Medium,B008,RM017
C02324,Individual,37.0,89058,Savings,Low,B006,RM012
C02325,Business,,81430,Business,Medium,B006,RM013
C02326,Individual,71.0,51650,Savings,Low,B010,RM021
C02327,Business,,748903,Premium,Medium,B001,RM002
C02328,Individual,69.0,55045,Current,Medium,B002,RM005
C02329,Individual,74.0,87584,Current,High,B002,RM004
C02330,Individual,39.0,74195,Savings,Medium,B009,RM018
C02331,Individual,24.0,58636,Premium,Low,B007,RM015
C02332,Individual,63.0,72740,Premium,Medium,B004,RM009
C02333,Individual,58.0,99180,Current,Low,B001,RM002
C02334,Individual,50.0,166116,Savings,Medium,B004,RM009
C02335,Individual,69.0,115609,Current,Low,B003,RM007
C02336,Business,,79752,Business,High,B001,RM002
C02337,Individual,23.0,18265,Premium,Low,B007,RM015
C02338,Individual,31.0,110355,Savings,Medium,B008,RM016
C02339,Individual,23.0,51596,Current,Medium,B008,RM017
C02340,Individual,65.0,156833,Current,Medium,B007,RM015
C02341,Business,,2364970,Business,Medium,B008,RM017
C02342,Business,,291248,Business,Medium,B003,RM006
C02343,Individual,25.0,51504,Savings,Medium,B004,RM009
C02344,Individual,64.0,36497,Current,Medium,B001,RM003
C02345,Individual,27.0,77150,Premium,Low,B007,RM015
C02346,Business,,642836,Current,Medium,B005,RM011
C02347,Individual,27.0,23457,Savings,Low,B004,RM009
C02348,Business,,183939,Business,Medium,B007,RM015
C02349,Individual,59.0,72315,Savings,Medium,B005,RM010
C02350,Business,,168429,Current,Medium,B008,RM016
C02351,Individual,25.0,32641,Current,Medium,B010,RM020
C02352,Individual,54.0,20289,Savings,Low,B010,RM020
C02353,Individual,49.0,94040,Savings,High,B006,RM013
C02354,Individual,53.0,114009,Savings,Low,B002,RM005
C02355,Individual,43.0,83557,Savings,Low,B001,RM001
C02356,Individual,49.0,70513,Savings,Low,B010,RM020
C02357,Individual,31.0,64392,Current,Low,B004,RM008
C02358,Individual,21.0,82650,Savings,Low,B005,RM011
C02359,Business,,250120,Current,Medium,B002,RM004
C02360,Individual,71.0,93765,Premium,Medium,B002,RM004
C02361,Individual,59.0,78461,Current,Medium,B002,RM004
C02362,Individual,35.0,73513,Savings,Medium,B004,RM008
C02363,Individual,48.0,37447,Savings,Low,B002,RM005
C02364,Individual,58.0,22973,Savings,Low,B008,RM017
C02365,Individual,60.0,21773,Current,Low,B002,RM005
C02366,Individual,43.0,23921,Savings,Low,B001,RM001
C02367,Individual,39.0,74678,Current,High,B004,RM008
C02368,Individual,31.0,36739,Savings,Low,B004,RM009
C02369,Individual,29.0,59756,Current,Low,B005,RM011
C02370,Individual,36.0,36297,Current,Low,B003,RM007
C02371,Business,,185626,Premium,Medium,B005,RM011
C02372,Individual,71.0,92691,Current,Low,B006,RM013
C02373,Individual,68.0,39468,Savings,Medium,B010,RM021
C02374,Individual,67.0,72542,Current,Medium,B004,RM009
C02375,Individual,35.0,29764,Savings,Low,B007,RM015
C02376,Individual,26.0,18886,Savings,Low,B003,RM007
C02377,Individual,48.0,107686,Savings,Medium,B008,RM016
C02378,Individual,35.0,37630,Current,Low,B002,RM005
C02379,Individual,55.0,25477,Savings,Medium,B009,RM019
C02380,Business,,60934,Business,High,B001,RM001
C02381,Individual,73.0,56364,Savings,Low,B006,RM012
C02382,Business,,267729,Business,Medium,B005,RM010
C02383,Individual,46.0,62808,Savings,Low,B003,RM006
C02384,Individual,71.0,26228,Savings,Low,B001,RM002
C02385,Individual,25.0,113697,Savings,Low,B007,RM014
C02386,Individual,46.0,45896,Savings,Low,B001,RM003
C02387,Individual,24.0,104002,Savings,Low,B001,RM002
C02388,Individual,39.0,110373,Savings,Medium,B007,RM014
C02389,Individual,21.0,55020,Savings,High,B005,RM011
C02390,Business,,3063736,Business,High,B003,RM006
C02391,Individual,19.0,32257,Savings,Low,B009,RM018
C02392,Individual,45.0,119069,Savings,Low,B002,RM005
C02393,Individual,30.0,172668,Premium,Low,B007,RM015
C02394,Business,,760824,Premium,High,B007,RM015
C02395,Business,,78348,Business,Medium,B003,RM007
C02396,Business,,43773,Premium,Medium,B007,RM015
C02397,Individual,39.0,41634,Current,Medium,B001,RM003
C02398,Individual,60.0,56535,Savings,Medium,B005,RM010
C02399,Individual,67.0,84452,Current,Medium,B005,RM011
C02400,Individual,33.0,44310,Savings,Low,B005,RM010
C02401,Individual,20.0,99505,Current,Medium,B008,RM016
C02402,Individual,51.0,161869,Savings,Low,B008,RM016
C02403,Individual,25.0,105049,Current,Medium,B002,RM004
C02404,Business,,1622601,Business,Medium,B001,RM001
C02405,Individual,35.0,23708,Current,Low,B004,RM008
C02406,Individual,50.0,79001,Savings,Medium,B002,RM004
C02407,Individual,18.0,26654,Savings,Low,B003,RM006
C02408,Individual,21.0,75425,Current,Low,B007,RM015
C02409,Business,,272822,Business,High,B005,RM010
C02410,Business,,872257,Premium,High,B004,RM008
C02411,Individual,66.0,73617,Current,Medium,B010,RM020
C02412,Business,,387556,Premium,High,B009,RM019
C02413,Individual,36.0,113306,Savings,Medium,B002,RM005
C02414,Business,,618886,Business,Medium,B002,RM005
C02415,Business,,847300,Business,High,B010,RM020
C02416,Business,,103023,Business,Medium,B001,RM001
C02417,Individual,44.0,71016,Current,Medium,B003,RM007
C02418,Individual,23.0,66426,Savings,Medium,B002,RM004
C02419,Individual,49.0,78694,Savings,Low,B007,RM015
C02420,Business,,87592,Current,Medium,B008,RM017
C02421,Individual,35.0,29620,Savings,Low,B002,RM004
C02422,Individual,40.0,72398,Premium,Medium,B003,RM007
C02423,Individual,75.0,116255,Current,Low,B007,RM014
C02424,Individual,47.0,66093,Savings,Medium,B010,RM020
C02425,Individual,36.0,104662,Savings,Low,B005,RM010
C02426,Individual,35.0,60473,Savings,Low,B003,RM007
C02427,Individual,42.0,29651,Current,Low,B007,RM014
C02428,Individual,26.0,36804,Premium,Medium,B005,RM010
C02429,Individual,62.0,42692,Premium,Low,B005,RM011
C02430,Individual,66.0,79448,Current,Low,B010,RM020
C02431,Individual,22.0,21701,Current,Medium,B004,RM008
C02432,Individual,56.0,50698,Premium,Medium,B007,RM014
C02433,Individual,48.0,80027,Savings,High,B001,RM003
C02434,Individual,50.0,28893,Current,Low,B003,RM006
C02435,Business,,59797,Business,Medium,B010,RM021
C02436,Individual,59.0,24332,Current,Low,B010,RM021
C02437,Individual,22.0,71735,Premium,High,B002,RM004
C02438,Individual,34.0,77567,Current,Medium,B009,RM019
C02439,Business,,720169,Business,Medium,B002,RM004
C02440,Individual,35.0,46854,Current,Medium,B010,RM021
C02441,Business,,169475,Business,Medium,B009,RM018
C02442,Business,,78126,Business,Medium,B008,RM016
C02443,Business,,181880,Current,High,B006,RM012
C02444,Individual,38.0,83230,Savings,Medium,B010,RM021
C02445,Individual,72.0,71310,Premium,Low,B007,RM015
C02446,Individual,25.0,20575,Savings,Low,B004,RM009
C02447,Individual,67.0,65879,Savings,Low,B007,RM015
C02448,Individual,24.0,57033,Savings,Medium,B007,RM015
C02449,Individual,19.0,77512,Savings,Low,B009,RM019
C02450,Individual,21.0,64663,Premium,Medium,B005,RM011
C02451,Business,,213073,Business,Medium,B007,RM014
C02452,Individual,70.0,100364,Savings,High,B008,RM017
C02453,Individual,52.0,117434,Savings,High,B006,RM012
C02454,Individual,50.0,81893,Savings,Low,B006,RM012
C02455,Individual,74.0,48572,Premium,Low,B007,RM014
C02456,Individual,21.0,38729,Savings,Low,B004,RM008
C02457,Individual,61.0,52238,Savings,Low,B003,RM006
C02458,Individual,45.0,151350,Current,Medium,B007,RM015
C02459,Individual,57.0,18909,Savings,Low,B002,RM004
C02460,Individual,72.0,56462,Savings,Low,B007,RM014
C02461,Individual,75.0,120983,Savings,Medium,B007,RM014
C02462,Individual,53.0,20593,Savings,Low,B006,RM013
C02463,Business,,586467,Business,High,B007,RM014
C02464,Business,,211408,Business,High,B003,RM006
C02465,Individual,34.0,33686,Savings,Low,B010,RM021
C02466,Individual,66.0,70225,Current,High,B003,RM007
C02467,Business,,1733283,Business,Medium,B009,RM018
C02468,Individual,50.0,56594,Savings,Medium,B005,RM010
C02469,Individual,45.0,64079,Savings,Low,B003,RM007
C02470,Business,,49171,Premium,Medium,B008,RM016
C02471,Individual,57.0,112194,Current,Medium,B002,RM004
C02472,Individual,67.0,53518,Savings,Low,B003,RM006
C02473,Individual,30.0,116378,Savings,Medium,B002,RM005
C02474,Individual,18.0,43983,Current,Low,B007,RM015
C02475,Business,,86842,Current,Medium,B010,RM021
C02476,Individual,52.0,49491,Savings,Medium,B006,RM012
C02477,Business,,96219,Premium,High,B002,RM005
C02478,Individual,73.0,71075,Savings,Low,B002,RM004
C02479,Individual,29.0,56671,Premium,High,B005,RM010
C02480,Individual,70.0,75067,Premium,Medium,B008,RM016
C02481,Individual,46.0,116206,Savings,Medium,B006,RM013
C02482,Individual,25.0,32958,Premium,Low,B005,RM010
C02483,Individual,69.0,77963,Savings,Medium,B009,RM018
C02484,Business,,927940,Business,High,B006,RM013
C02485,Individual,26.0,86858,Savings,Medium,B003,RM006
C02486,Individual,20.0,119204,Savings,High,B005,RM010
C02487,Individual,75.0,36243,Current,Low,B003,RM006
C02488,Individual,54.0,89892,Premium,High,B009,RM019
C02489,Individual,70.0,36565,Savings,Low,B009,RM019
C02490,Individual,53.0,90995,Savings,Low,B002,RM004
C02491,Individual,29.0,81066,Savings,Medium,B008,RM016
C02492,Individual,20.0,113287,Current,Medium,B009,RM018
C02493,Individual,42.0,35948,Savings,Low,B006,RM012
C02494,Individual,36.0,25708,Premium,Low,B006,RM012
C02495,Individual,23.0,43104,Current,Low,B009,RM019
C02496,Individual,38.0,78581,Savings,Medium,B002,RM005
C02497,Individual,64.0,81107,Savings,Medium,B003,RM007
C02498,Individual,70.0,61589,Premium,Medium,B008,RM017
C02499,Individual,75.0,68567,Savings,Medium,B007,RM015
C02500,Individual,22.0,39210,Savings,Low,B002,RM005
C02501,Individual,71.0,94732,Premium,Low,B008,RM017
C02502,Individual,43.0,78763,Savings,Medium,B001,RM001
C02503,Individual,41.0,92756,Savings,Medium,B005,RM011
C02504,Individual,52.0,117001,Current,Low,B010,RM021
C02505,Individual,51.0,32203,Current,Low,B010,RM020
C02506,Individual,61.0,71804,Current,Low,B001,RM003
C02507,Business,,195163,Business,Medium,B008,RM017
C02508,Individual,56.0,18729,Premium,Low,B006,RM012
C02509,Business,,251338,Business,High,B007,RM015
C02510,Individual,23.0,40383,Current,High,B010,RM021
C02511,Business,,4288187,Business,Medium,B006,RM013
C02512,Individual,47.0,45912,Current,Low,B005,RM011
C02513,Individual,68.0,35754,Current,Medium,B009,RM019
C02514,Individual,56.0,106398,Premium,Medium,B003,RM007
C02515,Individual,48.0,78511,Savings,Low,B005,RM011
C02516,Individual,35.0,86896,Current,Low,B005,RM011
C02517,Individual,71.0,32257,Current,Low,B010,RM020
C02518,Individual,73.0,40003,Current,Low,B001,RM002
C02519,Individual,32.0,102424,Savings,High,B008,RM016
C02520,Individual,26.0,70802,Premium,Low,B009,RM018
